class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size
p,x,f,g,f,c,f,c,n
p,x,f,g,f,f,f,c,b
p,x,s,g,f,c,f,c,n
e,x,f,g,t,n,f,c,b
p,x,f,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,x,s,p,f,c,f,c,n
p,x,f,g,f,c,f,w,n
e,f,y,e,t,n,f,c,b
p,x,f,g,f,c,f,c,n
p,x,s,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,c,f,w,n
e,f,f,e,t,n,f,c,b
p,x,s,w,f,c,f,c,n
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,w,f,c,f,c,n
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,w,f,c,f,w,n
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,x,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,s,p,f,c,f,c,n
p,x,y,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,p,f,c,f,c,n
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,x,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,s,p,f,c,f,w,n
p,x,f,g,f,c,f,c,n
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,g,t,f,f,c,b
p,x,y,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,s,w,f,c,f,c,n
p,x,y,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,x,s,p,f,c,f,c,n
p,f,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,w,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,p,f,c,f,w,n
p,f,s,w,t,f,f,c,b
p,x,y,y,f,f,f,c,b
e,x,y,b,t,n,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,g,f,c,f,w,n
p,x,f,g,f,c,f,c,n
p,x,y,g,f,f,f,c,b
p,x,s,g,t,f,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,f,f,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,x,f,e,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
e,x,f,g,t,n,f,c,b
e,x,y,g,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,e,f,y,f,c,n
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,s,g,f,c,f,w,n
p,f,f,g,f,f,f,c,b
p,f,s,b,t,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,s,w,f,c,f,w,n
p,x,y,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,s,w,f,c,f,w,n
p,x,y,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,w,f,c,f,c,n
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,p,f,c,f,w,n
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,g,f,c,f,c,n
p,x,s,p,f,c,f,w,n
e,x,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
e,f,f,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,f,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,y,u,f,n,f,c,n
e,f,y,n,t,n,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,x,f,g,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,x,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,f,y,y,f,f,f,c,b
p,x,f,w,f,c,f,c,n
p,x,y,g,f,f,f,c,b
p,x,y,e,f,y,f,c,n
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,y,n,f,f,f,c,n
e,f,y,e,t,n,f,c,b
p,b,s,b,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,f,n,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,s,g,f,c,f,c,n
e,f,f,g,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,f,s,g,t,f,f,c,b
p,x,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
e,f,f,c,f,n,f,w,n
p,x,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,s,b,t,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,s,b,t,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,n,f,y,f,c,n
e,x,y,g,t,n,f,c,b
p,x,f,g,f,c,f,w,n
p,x,f,p,f,c,f,w,n
p,x,y,n,f,y,f,c,n
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,s,g,t,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,s,g,t,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,s,w,t,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,s,w,t,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,s,b,t,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,f,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,p,f,c,f,c,n
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,k,y,n,f,n,f,w,n
p,f,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,s,p,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,k,s,p,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,x,y,r,f,n,f,c,n
p,f,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,n,f,s,f,c,n
p,f,y,y,f,f,f,c,b
p,k,y,n,f,n,f,c,n
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,s,b,t,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
e,x,s,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,b,y,w,t,n,f,w,n
p,f,s,b,t,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,s,w,t,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,y,n,f,y,f,c,n
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,x,y,b,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,x,y,u,f,n,f,c,n
p,x,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,f,s,b,t,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,f,y,y,f,f,f,c,b
e,x,s,b,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,n,f,y,f,c,n
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,s,g,f,c,f,c,n
p,x,y,y,f,f,f,c,b
p,f,s,g,t,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
e,k,y,b,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,n,f,s,f,c,n
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,s,w,t,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
e,f,f,c,f,n,f,w,n
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,n,f,c,n
p,f,f,y,f,f,f,c,b
p,x,s,g,t,f,f,c,b
e,f,s,n,t,n,f,c,b
p,x,y,n,f,y,f,c,n
p,x,s,g,f,c,f,w,n
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
e,x,s,b,t,n,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,n,f,s,f,c,n
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,x,y,u,f,n,f,c,n
e,f,y,b,t,n,f,c,b
p,f,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,s,b,t,f,f,c,b
p,f,s,w,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,x,y,u,f,n,f,c,n
p,x,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,w,f,c,f,c,n
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,n,f,y,f,c,n
e,f,y,b,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,g,f,c,f,c,n
p,f,s,b,t,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,y,y,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,f,s,w,t,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
p,f,y,g,f,f,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,y,f,f,f,c,b
