class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color
p,x,s,w,f,c,f,c,n,u
p,x,f,w,f,c,f,w,n,p
e,f,f,e,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,n
p,x,f,w,f,c,f,w,n,u
e,f,f,e,t,n,f,c,b,p
e,f,f,e,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,n
e,f,y,n,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,p
e,x,f,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,n
e,f,y,n,t,n,f,c,b,p
p,x,y,g,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,w
p,x,s,g,f,c,f,c,n,g
e,f,y,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,w
p,x,s,p,f,c,f,w,n,n
p,f,f,g,f,f,f,c,b,h
e,f,f,g,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,w
p,x,f,p,f,c,f,c,n,u
e,f,f,n,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,n
p,x,s,w,f,c,f,w,n,p
e,f,y,g,t,n,f,c,b,n
p,x,y,g,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,p
p,x,s,g,f,c,f,w,n,n
e,f,y,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,g
e,x,y,n,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,n
p,x,s,p,f,c,f,c,n,n
p,x,f,g,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,p
p,x,s,p,f,c,f,c,n,p
e,f,f,g,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,u
p,x,f,p,f,c,f,c,n,p
e,f,f,e,t,n,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,s,g,f,c,f,w,n,p
e,f,y,n,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,p
p,x,f,g,f,c,f,w,n,n
e,f,y,g,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,u
e,f,y,g,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,w
p,x,f,y,f,f,f,c,b,p
e,f,f,g,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,p
p,x,f,y,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,n
e,f,y,n,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,g
e,f,y,n,t,n,f,c,b,u
p,x,f,g,f,c,f,c,n,n
e,f,y,n,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,p
p,x,f,p,f,c,f,c,n,g
e,x,y,n,t,n,f,c,b,n
e,f,y,n,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,f,y,n,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,u
p,x,y,g,f,f,f,c,b,p
p,x,s,g,f,c,f,c,n,g
p,x,f,g,f,f,f,c,b,p
p,x,f,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
e,f,f,g,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,g
e,f,y,e,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,n
p,x,y,y,f,f,f,c,b,p
e,f,y,g,t,n,f,c,b,n
p,x,f,p,f,c,f,w,n,u
e,f,f,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,n
e,f,f,e,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,h
p,x,f,g,f,f,f,c,b,h
e,f,f,g,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,p
e,f,f,g,t,n,f,c,b,w
p,x,f,p,f,c,f,c,n,g
e,f,y,n,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,x,f,e,t,n,f,c,b,w
p,x,s,g,f,c,f,w,n,u
p,x,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,f,y,e,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,u
e,f,y,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,n
p,x,y,y,f,f,f,c,b,p
e,f,f,g,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,p
p,x,f,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,f,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,w
p,x,f,g,f,c,f,w,n,n
e,f,f,e,t,n,f,c,b,n
p,f,f,y,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,h
e,x,y,n,t,n,f,c,b,p
p,x,s,w,f,c,f,c,n,g
e,f,y,g,t,n,f,c,b,p
e,f,f,e,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,g
e,f,y,e,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,p
p,x,s,p,f,c,f,c,n,g
e,f,f,e,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,n
e,f,y,n,t,n,f,c,b,u
p,x,s,p,f,c,f,c,n,n
e,f,y,e,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,n
p,x,s,w,f,c,f,c,n,u
p,x,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,g
p,x,f,w,f,c,f,c,n,n
e,f,y,n,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,w
p,x,f,w,f,c,f,w,n,p
e,f,f,e,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,g
e,f,y,n,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,p
p,x,s,p,f,c,f,c,n,u
e,f,y,g,t,n,f,c,b,n
p,x,s,p,f,c,f,c,n,g
e,x,y,n,t,n,f,c,b,n
p,x,y,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,w
p,x,f,p,f,c,f,c,n,p
p,x,f,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,w
p,x,f,g,f,c,f,c,n,u
p,x,f,g,f,f,f,c,b,p
e,f,y,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,u
p,f,y,y,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,w
e,x,f,n,t,n,f,c,b,w
p,f,y,g,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,p
p,x,s,w,f,c,f,w,n,g
p,f,f,y,f,f,f,c,b,g
e,f,y,n,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,p
e,f,f,e,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,n
p,x,y,g,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,p
p,x,f,w,f,c,f,w,n,p
p,x,f,g,f,c,f,w,n,p
e,x,y,n,t,n,f,c,b,u
p,f,f,y,f,f,f,c,b,h
p,x,s,g,f,c,f,w,n,n
e,f,y,e,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,p
p,x,f,y,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,u
p,x,f,y,f,f,f,c,b,p
p,x,f,g,f,c,f,c,n,n
e,f,f,e,t,n,f,c,b,u
p,x,s,g,f,c,f,c,n,g
p,x,f,w,f,c,f,c,n,u
p,x,f,g,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,n
e,f,f,e,t,n,f,c,b,n
p,f,f,y,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
e,f,y,n,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,u
e,f,y,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,u
p,f,f,y,f,f,f,c,b,h
e,x,y,n,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,p
p,f,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,w
p,x,f,g,f,c,f,w,n,u
e,f,y,e,t,n,f,c,b,w
p,x,s,w,f,c,f,w,n,g
e,f,y,n,t,n,f,c,b,n
p,x,s,w,f,c,f,c,n,n
e,f,y,e,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,w
p,x,s,g,f,c,f,c,n,p
e,f,y,e,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,n
p,x,f,p,f,c,f,w,n,n
e,f,f,e,t,n,f,c,b,u
p,x,s,p,f,c,f,c,n,u
e,f,f,e,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,u
p,x,s,p,f,c,f,w,n,g
p,x,y,g,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,x,y,n,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,n
p,x,f,w,f,c,f,c,n,n
e,f,y,e,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,p
e,f,y,g,t,n,f,c,b,n
p,x,s,w,f,c,f,w,n,n
e,f,f,e,t,n,f,c,b,n
p,x,s,w,f,c,f,c,n,n
p,x,f,g,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,u
e,f,y,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,n
p,x,y,g,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,u
p,x,f,g,f,c,f,w,n,p
e,f,y,g,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,u
p,x,s,p,f,c,f,c,n,p
e,f,y,n,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,n
p,x,s,w,f,c,f,w,n,u
p,x,f,w,f,c,f,w,n,n
e,x,y,n,t,n,f,c,b,n
e,f,f,e,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,p
p,x,f,w,f,c,f,w,n,n
e,f,y,n,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,w
p,x,f,w,f,c,f,w,n,u
p,x,s,g,f,c,f,w,n,p
e,x,y,e,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,h
p,x,f,g,f,c,f,c,n,p
p,x,f,g,f,f,f,c,b,h
p,x,s,g,f,c,f,c,n,n
e,x,f,g,t,n,f,c,b,w
p,x,f,p,f,c,f,c,n,u
e,f,f,e,t,n,f,c,b,n
p,x,s,p,f,c,f,c,n,n
p,x,f,g,f,c,f,w,n,p
e,f,y,e,t,n,f,c,b,p
p,x,f,g,f,c,f,c,n,n
p,x,s,g,f,c,f,w,n,n
e,f,y,g,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,u
p,x,f,g,f,c,f,w,n,g
e,f,f,e,t,n,f,c,b,p
p,x,s,w,f,c,f,c,n,n
e,f,y,n,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,w
p,x,f,w,f,c,f,c,n,p
e,f,f,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,x,f,w,f,c,f,w,n,g
p,x,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,n
p,x,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
e,x,f,g,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,n
p,x,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,w
p,f,y,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,x,s,p,f,c,f,c,n,g
p,x,y,y,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,n
p,x,f,p,f,c,f,c,n,n
p,x,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
e,x,y,g,t,n,f,c,b,p
e,f,f,e,t,n,f,c,b,p
p,f,y,g,f,f,f,c,b,p
e,f,y,g,t,n,f,c,b,u
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
p,x,s,p,f,c,f,w,n,n
p,x,f,g,f,c,f,c,n,g
p,x,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,u
p,x,s,g,t,f,f,c,b,w
p,x,y,y,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,x,s,w,f,c,f,c,n,g
p,x,y,g,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,w
p,x,f,y,f,f,f,c,b,g
p,x,s,p,f,c,f,c,n,u
p,f,f,g,f,f,f,c,b,p
p,x,f,g,f,f,f,c,b,h
p,x,s,w,f,c,f,c,n,u
e,f,f,e,t,n,f,c,b,w
p,f,y,g,f,f,f,c,b,p
p,x,f,p,f,c,f,w,n,p
p,f,s,w,t,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
e,x,y,b,t,n,f,c,b,e
p,f,f,g,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
e,f,f,g,t,n,f,c,b,u
p,x,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,f,g,f,c,f,w,n,u
p,x,f,g,f,c,f,c,n,u
p,x,y,g,f,f,f,c,b,p
p,x,s,g,t,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,n
p,f,f,y,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,p
p,f,y,g,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,n
e,f,f,e,t,n,f,c,b,w
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,p
e,f,f,g,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,g
e,x,f,e,t,n,f,c,b,u
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
e,x,f,g,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,u
p,f,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,y,e,f,y,f,c,n,b
p,x,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,x,s,g,f,c,f,w,n,u
p,f,f,g,f,f,f,c,b,p
p,f,s,b,t,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,s,w,f,c,f,w,n,u
p,x,y,y,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,w
p,x,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
e,f,f,g,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,u
p,f,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
p,x,s,w,f,c,f,w,n,u
p,x,y,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,p
p,x,f,w,f,c,f,c,n,u
p,x,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,x,f,p,f,c,f,w,n,u
p,f,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,x,f,g,f,c,f,c,n,g
p,x,s,p,f,c,f,w,n,u
e,x,f,e,t,n,f,c,b,n
p,x,y,y,f,f,f,c,b,h
e,f,f,n,t,n,f,c,b,n
e,f,y,e,t,n,f,c,b,p
p,f,y,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,w
p,x,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,p
p,x,f,y,f,f,f,c,b,h
e,f,y,u,f,n,f,c,n,h
e,f,y,n,t,n,f,c,b,u
p,f,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
e,x,f,g,t,n,f,c,b,u
p,f,y,g,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,w
p,f,y,g,f,f,f,c,b,p
e,x,f,e,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,p
p,f,y,y,f,f,f,c,b,h
p,x,f,w,f,c,f,c,n,u
p,x,y,g,f,f,f,c,b,p
p,x,y,e,f,y,f,c,n,b
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
e,f,y,g,t,n,f,c,b,u
p,x,y,n,f,f,f,c,n,b
e,f,y,e,t,n,f,c,b,n
p,b,s,b,t,n,f,c,b,g
e,f,f,g,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,p
e,f,y,g,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,u
p,f,f,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
e,f,f,n,t,n,f,c,b,u
p,x,y,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,p
p,f,y,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,x,s,g,f,c,f,c,n,g
e,f,f,g,t,n,f,c,b,w
p,f,y,g,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,w
p,x,y,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
e,f,y,e,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,w
p,f,s,g,t,f,f,c,b,p
p,x,f,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,w
p,x,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,n
p,f,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,u
p,x,y,g,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,u
p,x,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
e,f,f,c,f,n,f,w,n,w
p,x,f,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,x,s,b,t,f,f,c,b,w
p,f,f,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,w
p,x,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
e,f,y,e,t,n,f,c,b,u
